,all,nt1,nt2,nt12,nt1pct,nt2pct,nt12pct
2010-06-14,27040247,8043672,3064078,3063605,0.29747035964575325,0.11331545898970523,0.11329796654594168
2010-06-15,26511357,7932585,2959504,2959200,0.2992145969744212,0.11163155473331675,0.11162008794947766
2010-06-16,26299795,7925464,2988210,2987913,0.30135078999665205,0.11362103773052223,0.11360974486683262
2010-06-17,25684384,7767280,2924254,2924117,0.30241254763984216,0.11385338266239907,0.11384804868203185
2010-06-18,28191630,8695503,3264978,3264832,0.30844271863670175,0.11581373620468202,0.11580855736259309
2010-06-19,27487590,8109251,3179106,3178954,0.2950149867631175,0.11565604696519412,0.11565051719703327
2010-06-20,23258084,6479776,2725733,2725603,0.2786031729870784,0.1171950793539141,0.11718948989951193
2010-06-21,21346720,6533286,2516645,2516593,0.3060557312786227,0.11789375604308297,0.11789132007165504
2010-06-22,26008130,7567998,2865779,2865670,0.2909858571146791,0.11018781434882093,0.1101836233516212
2010-06-23,26125292,7703200,2894341,2894225,0.2948560345277672,0.11078693397953217,0.11078249383777222
2010-06-24,26012992,7829332,2928428,2928337,0.30097775757590667,0.11257559299599215,0.11257209474404174
2010-06-25,27816197,8637695,3215441,3215334,0.3105275318549117,0.11559599610255852,0.11559214942287042
2010-06-26,26549602,7872896,3062259,3062126,0.29653536802547925,0.11534105106359033,0.11533604157229928
2010-06-27,20518892,5677747,2388637,2388520,0.2767082647542567,0.11641159766326564,0.11640589560099054
2010-06-28,27103497,8078052,3121288,3121162,0.29804463977471246,0.11516181841774882,0.11515716957114427
2010-06-29,26779477,7997809,3044691,3044538,0.2986544136018788,0.1136949388518678,0.11368922552146929
2010-06-30,28116668,8406232,3167210,3167112,0.2989768204397477,0.11264528215078685,0.11264179667377372
