Identifier,battery/assualt,burglary,homicide,kidnapping,robbery,sexual offense,theft,theft from a vehicle,theft of cattle,nhs,ahs,comp,mcomp,prox,cohe,nmi,nmmi,poverty_rate,active_unoccupied,aver_income,PI_type,female_rate,male_to_female_ratio,female_headed_household_rate,male_to_female_household_ratio,adult_rate,nev_mar_rate,foreign_ent_rate,no_spanish_rate,popu
01011,123.0,43.0,6.0,0.0,75.0,16.0,2.0,31.0,1.0,2,0.21000244990293632,0.18337117545965007,0.18337117545965007,0.8650352009469573,0.6599547053623688,0.6703075058747952,0.6703075058747923,4.2657,5.627082702211451,2231.56,"PI<40%,1~4999",50.856887248734935,0.9662999999999999,14.251654886121395,6.016728990356229,56.378428247924184,32.5229561910926,16.48535327780611,0.0,35769
02001,2143.0,2253.0,47.0,0.0,3146.0,437.0,210.0,1622.0,0.0,64,15.99869434860005,0.30843411922443237,0.2665232765400237,0.6149492281146377,0.23912546810064536,0.2392375491572619,0.26192889591190105,5.69573,3.790400619314883,3238.19,"PI<40%,>5000",49.6309022437202,1.0149,23.153664323221047,3.318970794601569,64.71378321986916,34.90212749295916,40.80812093125897,0.29026550189154565,466814
02002,2883.0,8685.0,139.0,15.0,14898.0,600.0,145.0,8825.0,0.0,48,10.168113015798893,2.0211676897548663,2.2016315963514757,0.055694863068767364,0.0022163911911262262,0.0022185527179407454,0.001335337263550171,2.64331,4.5300110451913875,3611.31,"PI<40%,>5000",49.488699075388595,1.0207,22.732416801692395,3.399004332551,64.96659998761777,34.657017398462145,32.514161456426116,0.00266858520152088,936826
02003,656.0,697.0,29.0,3.0,708.0,84.0,41.0,566.0,0.0,52,12.201610062468708,0.38303639749092133,0.3721464716142725,0.8581924062643748,0.6781061969422182,0.6782668358260351,0.6220533913936367,1.64265,5.21467227901383,4384.29,"PI<40%,>5000",47.2462133578686,1.1166,23.585981728948003,3.2398065575225163,64.5910624363122,33.90739804843914,44.836679589413855,0.007914601450350717,101079
02004,7084.0,4361.0,418.0,44.0,12089.0,1259.0,354.0,10764.0,0.0,43,10.366216438987673,0.5278825183454172,0.48993930795875595,0.17536361626443142,0.03148417762255888,0.03151362169284133,0.02356423015087043,3.5372399999999997,5.301137741477701,3662.56,"PI<40%,>5000",49.75562341834847,1.0098,24.487483621953977,3.0837189130509977,64.42027001640717,34.988471290598675,50.61583793137223,0.010707303984207047,1559683
02005,370.0,459.0,40.0,2.0,555.0,86.0,51.0,519.0,0.0,6,1.0777021392893535,0.8401381136178563,0.8275684751550765,0.29210153218075047,0.021703852147946963,0.021903908895774548,0.004954516743146635,3.2911,5.574801470980121,3665.03,"PI<40%,>5000",48.93347156659461,1.0436,22.06402435535005,3.532264757754954,61.584020823223184,34.02198264844302,49.45750119533635,0.00330877487095778,90668
03001,144.0,137.0,3.0,0.0,361.0,27.0,27.0,55.0,8.0,17,3.6558442240946514,5.190203102850824,5.065692048151691,0.028898497312295622,0.000932160925606206,0.0009346710294883386,0.0008878400600044031,6.5394499999999995,2.060577631843463,2721.68,"PI<40%,1~4999",48.54835065521916,1.0598,19.200760084069906,4.208127155495577,65.48096475372796,32.30366396279274,26.598017432917448,0.040951197469498414,70816
03002,104.0,135.0,8.0,1.0,296.0,29.0,13.0,22.0,1.0,25,5.356385982973004,26.80828822135213,25.72687946630361,0.008223663459713907,7.203980708813645e-05,7.217419955506684e-05,6.555028567749805e-05,5.56773,2.1135658766320784,2664.72,"PI<40%,>5000",48.20685455222113,1.0744,16.646626357015254,5.007223196780518,63.78522854146226,31.258508715156115,36.774160366198636,0.07443245254931151,59114
03003,796.0,1048.0,16.0,0.0,2384.0,146.0,112.0,733.0,21.0,70,17.389014502642386,0.3250535102231666,0.3100968819346793,0.777358643521754,0.5986611769621126,0.5987896407481101,0.5466205292088209,2.7876499999999997,4.425979756943228,4326.02,"PI<40%,>5000",49.8167712837127,1.0073999999999999,21.85211433971179,3.576216216216216,67.7350707306518,35.46562360485409,28.95053204451304,0.0178662886954036,251871
03008,642.0,752.0,15.0,2.0,1758.0,159.0,64.0,394.0,3.0,36,8.54712972294329,1.3774013034244545,1.5442167186620726,0.1268270542809146,0.010931278073676907,0.010943931470184926,0.007702067183954337,5.63477,6.573102602534406,4621.59,"PI<40%,>5000",48.38251141571658,1.0669,21.54088997083896,3.642333726014815,62.394176621786514,32.34132467412832,57.12261765680309,0.003773790604938634,238487
03009,36.0,52.0,0.0,0.0,134.0,5.0,8.0,11.0,2.0,6,0.7372314773853368,0.2527404301845021,0.25152633341291586,0.7131271030332412,0.4806710219111838,0.48387519495448095,0.48379203424508316,10.188310000000001,3.3444816053511706,2727.11,"PI<40%,1~4999",46.93511769626001,1.1306,18.578362106039194,4.3826058201058204,65.82626359182699,31.52216402157767,26.14028599605523,0.09559087107181263,16738
04001,8.0,0.0,6.0,0.0,4.0,7.0,0.0,0.0,0.0,37,8.884779539227768,1.3465304573897023,1.21456971534229,0.18436934711403347,0.03132666855867208,0.03136090343722203,0.03383447460185388,19.25889,1.540336339263953,2113.88,PI>40%,50.705237284930995,0.9722,15.241656858650671,5.560966496450368,65.76857629041407,35.83412472301361,6.604743233469108,2.6280960484023446,52890
04002,109.0,56.0,15.0,0.0,134.0,107.0,10.0,33.0,0.0,21,5.0261070114488176,0.21106971152275542,0.19094260181652514,0.7826076420265059,0.40327736905493494,0.4037401393083709,0.3263983434171718,5.64655,2.5742992380918865,3386.36,"PI<40%,>5000",51.5217852937202,0.9409000000000001,24.474294052012702,3.085919691390496,68.51527962780641,34.27455823859492,15.214179627953273,0.025868226482114242,259005
04003,207.0,45.0,42.0,3.0,196.0,70.0,18.0,96.0,7.0,33,8.031969412467587,0.23869372791152438,0.22856606901461038,0.9089787027702758,0.7887447389147155,0.7889163562690551,0.73242239968723,8.375499999999999,3.5667905602077834,3669.16,"PI<40%,>5000",50.10402815092223,0.9958,23.620018561356364,3.233696927046681,64.57615312943817,31.816097430247446,33.644721375395406,0.01175970401729581,221094
04004,0.0,3.0,27.0,0.0,17.0,14.0,0.0,2.0,3.0,61,14.211355749710668,5.1595971360514294,5.144048885450846,0.09150024435466232,0.005414708167482325,0.00541849970537785,0.0050998840896505655,13.40868,2.9243752028562153,1681.11,"PI<40%,>5000",49.699473627154575,1.0121,17.160622263082768,4.827294515719724,62.20715240722227,32.03576560753633,19.805885646736762,0.10238373423591622,83021
