Identifier,battery/assualt,burglary,homicide,kidnapping,robbery,sexual offense,theft,theft from a vehicle,theft of cattle,nhs,ahs,comp,mcomp,prox,cohe,nmi,nmmi,poverty_rate,active_unoccupied,aver_income,PI_type,female_rate,male_to_female_ratio,female_headed_household_rate,male_to_female_household_ratio,adult_rate,nev_mar_rate,foreign_ent_rate,no_spanish_rate,popu
10039,47.0,64.0,24.0,0.0,30.0,6.0,4.0,16.0,2.0,22,4.830609419044668,0.5535283042542156,0.5322804887376442,0.9233447803948304,0.8101713156276944,0.8104288698923532,0.8104288698930809,17.18964,5.088666152659985,1648.76,"PI<40%,1~4999",50.32193775869999,0.9872,18.980539669135993,4.2685540950455,59.97240533496857,34.92237157445035,3.4484120714172852,0.0,26092
11001,99.0,18.0,21.0,0.0,199.0,5.0,19.0,22.0,6.0,6,0.9791149864680141,0.18756564051848043,0.1827908571075562,0.9313092035906176,0.8273336922697107,0.8284868266945121,0.8284868266944928,15.42199,4.751858896766384,1455.63,"PI<40%,1~4999",52.23521320495186,0.9144,18.381741753152685,4.4401808785529715,61.593463928283455,35.27763180942372,3.461040828062105,0.0,84332
11002,133.0,95.0,48.0,0.0,289.0,13.0,10.0,65.0,10.0,29,6.468380263105072,2.6373774764680813,3.084198887619389,0.10580739065254947,0.009468803947308245,0.00948324889463924,0.005779270181534035,8.74235,8.472443371513688,1945.49,"PI<40%,1~4999",52.48738879207557,0.9052,22.598374284130795,3.4250970774575924,65.4673025772723,34.12416115339926,11.043276950076548,0.0,109030
11003,515.0,266.0,71.0,2.0,686.0,51.0,47.0,95.0,44.0,4,0.6206850372451046,0.16889416647230296,0.16208441054797515,0.7684762143634781,0.5050536572858125,0.508740925788127,0.22242838045232088,21.31586,7.371867043112259,1796.5,"PI<40%,1~4999",52.68949951054663,0.8979,24.586843148233193,3.067215925082517,59.22510490513334,38.88270166541019,6.568510616486628,0.0006235074789722103,160383
11004,117.0,67.0,15.0,0.0,220.0,14.0,14.0,45.0,5.0,33,7.265518700757339,0.94091097052038,0.781943023405077,0.4870780657009241,0.12126287495156504,0.1214084673542748,0.17003565735433918,10.54133,7.908370798544209,1854.3,"PI<40%,1~4999",51.6133037418714,0.9375,19.276528330019882,4.18765611151398,61.21087020626077,35.15346181299072,15.192939955009518,0.0,64433
11005,117.0,64.0,35.0,0.0,265.0,10.0,12.0,52.0,6.0,11,2.4686288338154134,2.6111105598139264,2.5099070467643543,0.08491361902176728,0.005706460406270483,0.005729424870070541,0.004651807364837308,9.29313,6.124901185770751,1776.59,"PI<40%,1~4999",51.900514539551565,0.9268000000000001,23.537006173564002,3.2486287025032414,60.65120313177604,34.205905826017556,16.477756743965923,0.0,85319
11006,9.0,2.0,0.0,0.0,8.0,2.0,3.0,0.0,0.0,1,0.13791047183870916,0.0,0.0,0.8838751503587624,0.6758779916635822,0.6902863495956177,0.6902863495956172,27.89488,2.633228840125392,965.98,"PI<40%,1~4999",51.01604278074866,0.9601999999999999,16.131907308377897,5.198895027624309,59.429590017825305,38.02850930176371,19.680373496139342,0.0,5610
11007,1741.0,449.0,149.0,2.0,3678.0,128.0,69.0,1075.0,21.0,29,7.233682572885519,0.3199837817320519,0.2979374117409139,0.5183865288089424,0.19939686662829106,0.199615309302805,0.17625585890004103,5.37623,4.981944976150814,3450.89,"PI<40%,1~4999",51.966085269249405,0.9243000000000001,21.956862047881913,3.5543848561751377,63.49982602904355,35.554244279400166,13.174882885083441,0.0012807677775904063,468469
11008,76.0,3.0,17.0,0.0,151.0,5.0,13.0,19.0,7.0,20,4.25944828439152,0.5642567050154343,0.5400913375385177,0.9081567295302928,0.7728351898774143,0.7731772694803432,0.7731772694799283,19.07011,4.994450610432852,1491.04,"PI<40%,1~4999",52.76349441378382,0.8952,21.569419751090997,3.636193330835519,61.86027729169471,34.469983094133305,5.921683610555449,0.0,37145
11009,160.0,57.0,20.0,0.0,147.0,11.0,9.0,29.0,17.0,32,7.3908816224011264,1.0428026383649116,1.0291544310573992,0.40525731257750885,0.13120971010813356,0.1313624229104104,0.12720046797317167,15.68814,6.613888782137504,1614.32,"PI<40%,1~4999",53.171195722035115,0.8806999999999999,25.63607831030846,2.9007526342197694,58.499370131372594,38.20220744304514,3.6943385461241216,0.0,77794
11010,12.0,6.0,1.0,0.0,16.0,3.0,0.0,2.0,0.0,12,2.5288030046533603,0.5268266939651722,0.5030709934000299,0.9438223638385028,0.8519843341365672,0.852343264180933,0.8523432641811698,10.2704,6.414911643669814,1544.79,"PI<40%,1~4999",53.280301086305705,0.8769,23.961385967936565,3.1733812949640288,61.63715678727226,36.37095846277759,23.279686820356677,0.0,11691
11011,150.0,88.0,17.0,0.0,324.0,14.0,9.0,92.0,1.0,5,0.8327624004914717,0.19496845947294464,0.17685488989695727,0.8384769856245613,0.6289154301732021,0.6315448231567702,0.6315448231567938,6.8563,5.327272187063612,2113.67,"PI<40%,1~4999",51.75175628132176,0.9323,22.570529353618216,3.4305562547193555,64.04855368394855,33.63503044128757,5.232564778969246,0.0,88397
11012,40.0,34.0,12.0,1.0,90.0,5.0,4.0,11.0,4.0,15,3.2870628161873037,0.5445342006255471,0.5246840422429541,0.9298715725885658,0.8203946946154943,0.8207408916867932,0.8207408916856074,10.75865,16.408055463849454,1734.98,"PI<40%,1~4999",52.134905522191296,0.9181,19.737907678716045,4.0663931368892205,62.03676578292075,35.282101167315176,4.74300902182458,0.0,27308
11013,37.0,4.0,4.0,0.0,47.0,4.0,3.0,10.0,1.0,11,2.4160156361012755,0.5430158899729642,0.5235228077839755,0.9225869694606752,0.8053546909147987,0.805880644014146,0.8058806440140073,16.97382,7.9239917269906925,1343.0,"PI<40%,1~4999",52.28519979420339,0.9126000000000001,19.317742973610812,4.176588183029764,55.99382610186932,40.6141088811441,8.9066551426102,0.0,23324
11014,330.0,75.0,42.0,0.0,401.0,46.0,35.0,37.0,38.0,17,4.057801929825758,0.355902375340267,0.3294859939638969,0.8481129455228866,0.6777617609701672,0.6782466397328334,0.6625759669617471,15.64464,5.5740987983978645,1491.1,"PI<40%,1~4999",52.83148751796885,0.8928,22.065797775983608,3.531900501183778,57.321509316812104,40.344733190481136,4.780783900911863,0.0,148173
11015,816.0,388.0,24.0,0.0,1098.0,58.0,48.0,101.0,25.0,16,3.5846122565767176,1.5775053596522397,1.4086353664668698,0.09796243190274612,0.008572402442748529,0.00859593495450643,0.007820908973732237,5.05867,5.531695077854033,3353.45,"PI<40%,1~4999",51.76141029299571,0.9319,22.961622487186663,3.3550929406579733,63.4136824511237,37.51264527587937,6.182360841665424,0.0005823806556441421,171709
11016,15.0,7.0,5.0,1.0,27.0,1.0,3.0,3.0,2.0,5,0.9453117443015865,0.44066774559205,0.43171372018709153,0.699085664398219,0.4460963695270375,0.4486126091969199,0.42980508545211993,11.76983,9.199875466998755,1343.15,"PI<40%,1~4999",53.16896157478749,0.8808,17.75449101796407,4.632377740303541,62.32042551076204,35.85104978212069,4.0692118102711134,0.0,20117
11017,1755.0,490.0,126.0,1.0,3355.0,133.0,115.0,493.0,20.0,52,12.384336282841234,0.504248893011216,0.5137707304962977,0.5978888044397811,0.13814705528829227,0.13824241275761953,0.06751641527619873,6.532209999999999,5.351340128532595,2860.56,"PI<40%,1~4999",51.876699909338164,0.9276000000000001,20.69667534738723,3.8316938987316194,62.548164097914785,35.19866949809281,10.270379839787658,0.0001888788153520701,529440
11018,56.0,12.0,6.0,0.0,75.0,7.0,2.0,9.0,0.0,3,0.549894032585573,0.20791765584433655,0.19596070870506063,0.8943564748662581,0.7343975115570268,0.7374386654771458,0.7207162190506728,7.42033,9.279703543580638,1887.47,"PI<40%,1~4999",51.724797725781755,0.9333,19.70509383378016,4.074829931972789,64.09632626284714,30.36912149800911,4.538293579503054,0.0,36584
11019,35.0,18.0,22.0,2.0,38.0,3.0,6.0,12.0,1.0,32,6.9679398134814,1.9422360959163567,1.9253572950259314,0.20681611918483603,0.046510765280423486,0.046573878461368824,0.04657387846133019,18.73564,12.254777070063694,1383.47,"PI<40%,1~4999",53.66107963487566,0.8634999999999999,22.77916904935618,3.389975761772853,60.66257475605917,36.92424919204393,9.383965572202742,0.0,50832
11020,4665.0,655.0,275.0,8.0,6266.0,360.0,215.0,944.0,27.0,76,19.0,0.18715704502848488,0.17477411778097598,0.8749248682470905,0.7249090406138402,0.725000954337553,0.7074913179234099,4.1982,4.353032694548541,3351.13,"PI<40%,>5000",51.145786923591,0.9551999999999999,20.822341126041948,3.8025339415332438,62.3130847627534,37.87406460556914,10.02758067506046,0.0012530630429939853,1436480
11021,116.0,57.0,12.0,0.0,240.0,10.0,7.0,47.0,2.0,10,2.275178254504723,0.4037910842158106,0.38379358349387954,0.6915885172359794,0.43103830153599587,0.4320779754177453,0.38817811397666435,6.02352,5.689893862482695,2297.75,"PI<40%,1~4999",52.83607487237663,0.8926000000000001,21.075662016968998,3.7448094356175066,67.87942630256867,33.170454251661106,12.541830350647462,0.0020257677659833075,49364
11022,42.0,17.0,6.0,0.0,56.0,8.0,3.0,3.0,10.0,2,0.3842862495840426,0.23127041904779297,0.23127041904779297,0.9028957881398167,0.7390999036497965,0.743408171130213,0.6960654734127064,21.82365,7.994561522773623,1176.22,"PI<40%,1~4999",52.07864920865847,0.9201999999999999,18.105198129026565,4.5232756519619794,56.381431027641845,39.457459926017265,9.565373080882681,0.0,22683
11023,137.0,63.0,58.0,1.0,331.0,9.0,18.0,58.0,11.0,10,1.7124800924964811,3.2441152447355193,3.621180780960619,0.08962137040124178,0.0031104379036472653,0.003128674651001275,0.0007338693386555331,19.66516,6.211054052408306,1467.24,"PI<40%,1~4999",52.9459235940668,0.8887,20.062118869275928,3.984518367755497,62.560025610927326,35.2953120861658,15.330577395909325,0.0,149936
11024,20.0,10.0,4.0,0.0,22.0,0.0,0.0,2.0,2.0,6,1.1499746369019992,0.5858243641342143,0.6003317564317888,0.8309456195246054,0.6165448341366161,0.6184843340119365,0.618484334011877,9.005,5.134854771784232,1608.56,"PI<40%,1~4999",53.43361088727728,0.8715,27.012730858884705,2.701958181214736,64.97448294386248,35.04890544946437,3.3093917628875356,0.0,11169
11025,133.0,28.0,21.0,1.0,242.0,9.0,12.0,18.0,8.0,1,0.1500732560030805,0.0,0.0,0.9517314140055119,0.8218656897368367,0.8295720971971378,0.8295720971971383,8.26665,1.6648671240987776,1834.98,"PI<40%,1~4999",50.89468711388909,0.9648,17.815823983680605,4.612987650282163,58.662693509702734,36.41906536755322,11.180014435328257,0.0029071880223853477,68795
11026,51.0,14.0,15.0,0.0,107.0,9.0,7.0,26.0,0.0,17,3.605555542205613,0.5356557259594116,0.5110341500231108,0.9469381933110214,0.8617787607518042,0.8620085057837101,0.8620085057843432,14.254010000000001,3.9401678219627874,1409.84,"PI<40%,1~4999",51.85950048539405,0.9283,17.709327395468843,4.646741842131524,59.84643897272968,35.630086668427246,3.116405329142408,0.0,56655
11027,535.0,137.0,70.0,1.0,1304.0,36.0,62.0,324.0,12.0,16,3.29838427356053,1.3843799289712853,1.3928372903334345,0.1013523801727272,0.010556220981342023,0.010588341512734628,0.007013823637941207,5.02039,6.897115306039062,2860.54,"PI<40%,1~4999",51.53874476473928,0.9403,18.097987609518178,4.525476210814043,65.58036604636179,33.54007017125364,7.650991615670397,0.00038353558443152353,260732
